09-24-2024,20.27.42,350,424,OFF
09-24-2024,20.28.43,350,7,ON
09-24-2024,20.29.43,350,514,OFF
09-24-2024,20.30.44,350,425,OFF
09-24-2024,20.31.44,350,193,ON
09-24-2024,20.32.45,350,477,OFF
09-24-2024,20.33.45,350,411,OFF
09-24-2024,20.34.46,350,368,OFF
09-24-2024,20.35.46,350,360,OFF
09-24-2024,20.36.47,350,376,OFF
09-24-2024,20.37.47,350,361,OFF
09-24-2024,20.38.47,350,0,ON
09-24-2024,20.39.48,350,112,ON
09-24-2024,20.40.49,350,237,ON
09-24-2024,20.41.49,350,94,ON
09-24-2024,20.42.50,350,89,ON
09-24-2024,20.43.50,350,88,ON
09-24-2024,20.44.51,350,89,ON
09-24-2024,20.45.52,350,2,ON
09-24-2024,20.46.52,350,88,ON
09-24-2024,20.47.53,350,86,ON
09-24-2024,20.48.53,350,88,ON
09-24-2024,20.49.54,350,87,ON
09-24-2024,20.50.54,350,3,ON
09-24-2024,20.51.55,350,87,ON
09-24-2024,20.52.55,350,88,ON
09-24-2024,20.53.56,350,86,ON
09-24-2024,20.54.56,350,89,ON
09-24-2024,20.55.57,350,1,ON
09-24-2024,20.56.57,350,89,ON
09-24-2024,20.57.58,350,92,ON
09-24-2024,20.58.59,350,86,ON
09-24-2024,20.59.59,350,88,ON
09-24-2024,21.01.00,350,1,ON
09-24-2024,21.02.01,350,87,ON
09-24-2024,21.03.01,350,88,ON
09-24-2024,21.04.02,350,88,ON
09-24-2024,21.05.02,350,88,ON
09-24-2024,21.06.03,350,1,ON
09-24-2024,21.07.04,350,88,ON
09-24-2024,21.08.04,350,88,ON
09-24-2024,21.09.05,350,88,ON
09-24-2024,21.10.05,350,88,ON
09-24-2024,23.15.32,350,697,OFF
09-24-2024,23.16.32,350,317,ON
09-24-2024,23.17.33,350,484,OFF
09-24-2024,23.18.33,350,367,OFF
09-24-2024,23.19.34,350,372,OFF
09-24-2024,23.20.34,350,28,ON
09-24-2024,23.21.35,350,129,ON
09-25-2024,7.16.50,350,1024,OFF
09-25-2024,7.17.50,350,1024,OFF
09-25-2024,7.18.51,350,1024,OFF
09-25-2024,7.19.51,350,1024,OFF
09-25-2024,7.20.52,350,1024,OFF
09-25-2024,7.21.53,350,1024,OFF
09-25-2024,7.22.53,350,1024,OFF
09-25-2024,7.23.54,350,1024,OFF
09-25-2024,7.24.54,350,1024,OFF
09-25-2024,7.25.55,350,1024,OFF
09-25-2024,7.26.56,350,1024,OFF
09-25-2024,7.27.56,350,1024,OFF
09-25-2024,7.28.57,350,1024,OFF
09-25-2024,7.29.57,350,1024,OFF
09-25-2024,7.30.58,350,1024,OFF
09-25-2024,7.31.59,350,1024,OFF
09-25-2024,7.33.00,350,1024,OFF
09-25-2024,7.34.00,350,1024,OFF
09-25-2024,7.35.01,350,1024,OFF
09-25-2024,7.36.01,350,1024,OFF
09-25-2024,7.37.02,350,1024,OFF
09-25-2024,7.38.02,350,1024,OFF
09-25-2024,7.39.03,350,1024,OFF
09-25-2024,7.40.04,350,1024,OFF
09-25-2024,7.41.04,350,1024,OFF
09-25-2024,7.42.05,350,1024,OFF
09-25-2024,7.43.05,350,1024,OFF
09-25-2024,7.44.06,350,1024,OFF
09-25-2024,7.45.07,350,1024,OFF
09-25-2024,7.46.07,350,1024,OFF
09-25-2024,7.47.08,350,1024,OFF
09-25-2024,7.48.08,350,1024,OFF
09-25-2024,7.49.09,350,1024,OFF
09-25-2024,7.50.10,350,1024,OFF
09-25-2024,7.51.10,350,1024,OFF
09-25-2024,7.52.11,350,1024,OFF
09-25-2024,7.53.11,350,1024,OFF
09-25-2024,7.54.12,350,1024,OFF
09-25-2024,7.55.13,350,1024,OFF
09-25-2024,7.56.13,350,1024,OFF
09-25-2024,7.57.14,350,1024,OFF
09-25-2024,7.58.14,350,1024,OFF
09-25-2024,7.59.15,350,1024,OFF
09-25-2024,8.00.15,350,1024,OFF
09-25-2024,8.01.16,350,1024,OFF
09-25-2024,8.02.16,350,1024,OFF
09-25-2024,8.03.17,350,1024,OFF
09-25-2024,8.04.17,350,1024,OFF
09-25-2024,8.05.18,350,1024,OFF
09-25-2024,8.06.18,350,1024,OFF
09-25-2024,8.07.19,350,1024,OFF
09-25-2024,8.08.20,350,1024,OFF
09-25-2024,8.09.20,350,1024,OFF
09-25-2024,8.10.20,350,1024,OFF
09-25-2024,8.11.21,350,1024,OFF
09-25-2024,8.12.22,350,1024,OFF
09-25-2024,8.13.22,350,1024,OFF
09-25-2024,8.14.23,350,1024,OFF
09-25-2024,8.15.24,350,1024,OFF
09-25-2024,8.16.24,350,1024,OFF
09-25-2024,8.17.25,350,1024,OFF
09-25-2024,8.18.25,350,1024,OFF
09-25-2024,8.19.26,350,1024,OFF
09-25-2024,8.20.26,350,1024,OFF
09-25-2024,8.21.27,350,1024,OFF
09-25-2024,8.22.28,350,1024,OFF
09-25-2024,8.23.28,350,1024,OFF
09-25-2024,8.24.29,350,1024,OFF
09-25-2024,8.25.29,350,1024,OFF
09-25-2024,8.26.30,350,1024,OFF
09-25-2024,8.27.31,350,1024,OFF
09-25-2024,8.28.31,350,1024,OFF
09-25-2024,8.29.32,350,1024,OFF
09-25-2024,8.30.32,350,1024,OFF
09-25-2024,8.31.33,350,1024,OFF
09-25-2024,8.32.34,350,1024,OFF
09-25-2024,8.33.34,350,1024,OFF
09-25-2024,8.34.35,350,1024,OFF
09-25-2024,8.35.36,350,1024,OFF
09-25-2024,8.36.36,350,1024,OFF
09-25-2024,8.37.37,350,1024,OFF
09-25-2024,8.38.37,350,1024,OFF
09-25-2024,8.39.38,350,1024,OFF
09-25-2024,8.40.38,350,1024,OFF
09-25-2024,8.41.39,350,1024,OFF
09-25-2024,8.42.40,350,1024,OFF
09-25-2024,8.43.40,350,1024,OFF
09-25-2024,8.44.41,350,1024,OFF
09-25-2024,8.45.42,350,1024,OFF
09-25-2024,8.46.43,350,1024,OFF
09-25-2024,8.47.43,350,1024,OFF
09-25-2024,8.48.44,350,1024,OFF
09-25-2024,8.49.44,350,1024,OFF
09-25-2024,8.50.45,350,1024,OFF
09-25-2024,8.51.46,350,1024,OFF
09-25-2024,8.52.47,350,1024,OFF
09-25-2024,8.53.47,350,1024,OFF
09-25-2024,8.54.48,350,1024,OFF
09-25-2024,8.55.49,350,1024,OFF
09-25-2024,8.56.49,350,1024,OFF
09-25-2024,8.57.50,350,1024,OFF
09-25-2024,8.58.50,350,1024,OFF
09-25-2024,8.59.51,350,1024,OFF
09-25-2024,9.00.51,350,1024,OFF
09-25-2024,9.01.52,350,1024,OFF
09-25-2024,9.02.53,350,1024,OFF
09-25-2024,9.03.53,350,1024,OFF
09-25-2024,9.04.54,350,1024,OFF
09-25-2024,9.05.55,350,1024,OFF
09-25-2024,9.06.55,350,1024,OFF
09-25-2024,9.07.56,350,1024,OFF
09-25-2024,9.08.56,350,1024,OFF
09-25-2024,9.09.57,350,1024,OFF
09-25-2024,9.10.58,350,1024,OFF
09-25-2024,9.11.58,350,1024,OFF
09-25-2024,9.12.59,350,1024,OFF
09-25-2024,9.13.59,350,1024,OFF
09-25-2024,9.15.00,350,1024,OFF
09-25-2024,9.16.01,350,1024,OFF
09-25-2024,9.17.02,350,1024,OFF
09-25-2024,9.18.03,350,1024,OFF
09-25-2024,9.19.03,350,1024,OFF
09-25-2024,9.20.04,350,1024,OFF
09-25-2024,9.21.04,350,1024,OFF
09-25-2024,9.22.05,350,1024,OFF
09-25-2024,9.23.06,350,1024,OFF
09-25-2024,9.24.06,350,1024,OFF
09-25-2024,9.25.07,350,1024,OFF
09-25-2024,9.26.08,350,1024,OFF
09-25-2024,9.27.08,350,1024,OFF
09-25-2024,9.28.09,350,1024,OFF
09-25-2024,9.29.10,350,1024,OFF
09-25-2024,9.30.10,350,1024,OFF
09-25-2024,9.31.11,350,1024,OFF
09-25-2024,9.32.11,350,1024,OFF
09-25-2024,9.33.12,350,1024,OFF
09-25-2024,9.34.13,350,1024,OFF
09-25-2024,9.35.14,350,1024,OFF
09-25-2024,9.36.14,350,1024,OFF
09-25-2024,9.37.15,350,1024,OFF
09-25-2024,9.38.15,350,1024,OFF
09-25-2024,9.39.16,350,1024,OFF
09-25-2024,9.40.17,350,1024,OFF
09-25-2024,9.41.17,350,1024,OFF
09-25-2024,9.42.18,350,1024,OFF
09-25-2024,9.43.19,350,1024,OFF
09-25-2024,9.44.19,350,1024,OFF
09-25-2024,9.45.20,350,1024,OFF
09-25-2024,9.46.21,350,1024,OFF
09-25-2024,9.47.21,350,1024,OFF
09-25-2024,9.48.22,350,1024,OFF
09-25-2024,9.49.23,350,1024,OFF
09-25-2024,9.50.24,350,1024,OFF
09-25-2024,9.51.24,350,1024,OFF
09-25-2024,9.52.25,350,1024,OFF
09-25-2024,9.53.26,350,1024,OFF
09-25-2024,9.54.26,350,1024,OFF
09-25-2024,9.55.27,350,1024,OFF
09-25-2024,9.56.28,350,1024,OFF
09-25-2024,9.57.28,350,1024,OFF
09-25-2024,9.58.29,350,1024,OFF
09-25-2024,9.59.29,350,1024,OFF
09-25-2024,10.00.30,350,1024,OFF
09-25-2024,10.01.31,350,1024,OFF
09-25-2024,10.02.32,350,1024,OFF
09-25-2024,10.03.33,350,1024,OFF
09-25-2024,10.04.33,350,1024,OFF
09-25-2024,10.05.34,350,1024,OFF
09-25-2024,10.06.34,350,1024,OFF
09-25-2024,10.07.35,350,1024,OFF
09-25-2024,10.08.35,350,1024,OFF
09-25-2024,10.09.36,350,1024,OFF
09-25-2024,10.10.37,350,1024,OFF
09-25-2024,10.11.38,350,1024,OFF
09-25-2024,10.12.38,350,1024,OFF
09-25-2024,10.13.39,350,922,OFF
09-25-2024,10.14.39,350,679,OFF
09-25-2024,10.15.40,350,681,OFF
09-25-2024,10.16.41,350,608,OFF
09-25-2024,10.17.41,350,589,OFF
09-25-2024,10.18.42,350,1024,OFF
09-25-2024,10.19.43,350,673,OFF
09-25-2024,10.20.43,350,786,OFF
09-25-2024,10.21.44,350,646,OFF
09-25-2024,10.22.45,350,673,OFF
09-25-2024,10.23.45,350,616,OFF
09-25-2024,10.24.46,350,646,OFF
09-25-2024,10.25.47,350,1001,OFF
09-25-2024,10.26.47,350,1024,OFF
09-25-2024,10.27.48,350,1024,OFF
09-25-2024,10.28.49,350,1024,OFF
09-25-2024,10.29.49,350,822,OFF
09-25-2024,10.30.50,350,984,OFF
09-25-2024,10.31.51,350,780,OFF
09-25-2024,10.32.52,350,1024,OFF
09-25-2024,10.33.53,350,1024,OFF
09-25-2024,10.34.54,350,1024,OFF
09-25-2024,10.35.54,350,888,OFF
09-25-2024,10.36.55,350,921,OFF
09-25-2024,10.37.56,350,918,OFF
09-25-2024,10.38.56,350,1024,OFF
09-25-2024,10.39.57,350,1024,OFF
09-25-2024,10.40.58,350,1024,OFF
09-25-2024,10.41.58,350,912,OFF
09-25-2024,10.42.59,350,848,OFF
09-25-2024,10.44.00,350,1024,OFF
09-25-2024,10.45.01,350,1024,OFF
09-25-2024,10.46.01,350,1024,OFF
09-25-2024,10.47.02,350,915,OFF
09-25-2024,10.48.02,350,866,OFF
09-25-2024,10.49.03,350,841,OFF
09-25-2024,10.50.04,350,945,OFF
09-25-2024,10.51.04,350,1024,OFF
09-25-2024,11.35.31,350,898,OFF
09-25-2024,11.36.32,350,501,OFF
09-25-2024,11.37.33,350,633,OFF
09-25-2024,11.38.33,350,741,OFF
09-25-2024,11.39.34,350,1024,OFF
09-25-2024,11.40.34,350,1024,OFF
09-25-2024,11.41.35,350,1024,OFF
09-25-2024,11.42.35,350,1024,OFF
09-25-2024,11.43.36,350,1015,OFF
09-25-2024,11.44.36,350,1008,OFF
09-25-2024,11.45.37,350,992,OFF
09-25-2024,11.46.37,350,987,OFF
09-25-2024,11.47.38,350,987,OFF
09-25-2024,11.48.38,350,975,OFF
09-25-2024,11.49.39,350,975,OFF
09-25-2024,11.50.39,350,1024,OFF
09-25-2024,11.51.40,350,1024,OFF
09-25-2024,11.52.40,350,1024,OFF
09-25-2024,11.53.41,350,903,OFF
09-25-2024,11.54.41,350,932,OFF
09-25-2024,11.55.42,350,829,OFF
09-25-2024,11.56.42,350,925,OFF
09-25-2024,11.57.43,350,904,OFF
09-25-2024,11.58.43,350,860,OFF
09-25-2024,11.59.44,350,711,OFF
09-25-2024,12.00.45,350,725,OFF
09-25-2024,12.01.45,350,823,OFF
09-25-2024,12.02.45,350,681,OFF
09-25-2024,12.03.46,350,770,OFF
09-25-2024,12.04.46,350,952,OFF
09-25-2024,12.05.47,350,750,OFF
09-25-2024,12.06.47,350,607,OFF
09-25-2024,12.07.48,350,605,OFF
09-25-2024,12.08.48,350,553,OFF
09-25-2024,12.09.49,350,490,OFF
09-25-2024,12.10.49,350,760,OFF
09-25-2024,12.11.50,350,669,OFF
09-25-2024,12.12.51,350,525,OFF
09-25-2024,12.13.51,350,495,OFF
09-25-2024,12.14.52,350,721,OFF
09-25-2024,12.15.52,350,421,OFF
09-25-2024,12.16.53,350,499,OFF
09-25-2024,12.17.53,350,867,OFF
09-25-2024,12.18.54,350,1024,OFF
09-25-2024,12.19.55,350,1024,OFF
09-25-2024,12.20.56,350,783,OFF
09-25-2024,12.21.56,350,709,OFF
09-25-2024,12.22.58,350,708,OFF
09-25-2024,12.23.59,350,729,OFF
09-25-2024,12.25.00,350,729,OFF
09-25-2024,12.26.01,350,736,OFF
09-25-2024,12.27.01,350,644,OFF
09-25-2024,12.28.02,350,499,OFF
09-25-2024,12.29.03,350,545,OFF
09-25-2024,12.30.05,350,573,OFF
09-25-2024,12.31.07,350,600,OFF
09-25-2024,12.32.07,350,581,OFF
09-25-2024,12.33.08,350,555,OFF
09-25-2024,12.34.09,350,542,OFF
09-25-2024,12.35.10,350,495,OFF
09-25-2024,12.36.10,350,476,OFF
09-25-2024,12.37.11,350,473,OFF
09-25-2024,12.38.12,350,477,OFF
09-25-2024,12.39.13,350,462,OFF
09-25-2024,12.40.14,350,499,OFF
09-25-2024,12.41.15,350,403,OFF
09-25-2024,12.42.16,350,517,OFF
09-25-2024,12.43.16,350,508,OFF
09-25-2024,12.44.17,350,499,OFF
09-25-2024,12.45.18,350,554,OFF
09-25-2024,12.46.18,350,600,OFF
09-25-2024,12.47.19,350,778,OFF
09-25-2024,12.48.19,350,794,OFF
09-25-2024,12.49.20,350,1024,OFF
09-25-2024,12.50.20,350,1024,OFF
09-25-2024,12.51.21,350,1024,OFF
09-25-2024,12.52.22,350,1024,OFF
09-25-2024,12.53.22,350,906,OFF
09-25-2024,12.54.23,350,738,OFF
09-25-2024,12.55.24,350,831,OFF
09-25-2024,12.56.25,350,735,OFF
09-25-2024,12.57.25,350,761,OFF
09-25-2024,12.58.26,350,538,OFF
09-25-2024,12.59.26,350,653,OFF
09-25-2024,13.00.27,350,661,OFF
09-25-2024,13.01.28,350,668,OFF
09-25-2024,13.02.28,350,644,OFF
09-25-2024,13.03.29,350,644,OFF
09-25-2024,13.04.30,350,609,OFF
09-25-2024,13.05.30,350,518,OFF
09-25-2024,13.06.31,350,555,OFF
09-25-2024,13.07.31,350,438,OFF
09-25-2024,13.08.32,350,516,OFF
09-25-2024,13.09.32,350,525,OFF
09-25-2024,13.10.33,350,566,OFF
09-25-2024,13.11.34,350,476,OFF
09-25-2024,13.12.35,350,417,OFF
09-25-2024,13.13.35,350,316,ON
09-25-2024,13.14.36,350,526,OFF
09-25-2024,13.15.37,350,376,OFF
09-25-2024,13.16.37,350,426,OFF
09-25-2024,13.17.38,350,343,ON
09-25-2024,13.18.39,350,471,OFF
09-25-2024,13.19.39,350,403,OFF
09-25-2024,13.20.40,350,513,OFF
09-25-2024,13.21.41,350,392,OFF
09-25-2024,13.22.41,350,367,OFF
09-25-2024,13.23.42,350,374,OFF
09-25-2024,13.24.43,350,363,OFF
09-25-2024,13.25.43,350,365,OFF
09-25-2024,13.26.44,350,412,OFF
09-25-2024,13.27.44,350,415,OFF
09-25-2024,13.28.45,350,344,ON
09-25-2024,13.29.45,350,433,OFF
09-25-2024,13.30.46,350,361,OFF
09-25-2024,13.31.47,350,344,ON
09-25-2024,13.32.47,350,408,OFF
09-25-2024,13.33.48,350,346,ON
09-25-2024,13.34.49,350,412,OFF
09-25-2024,13.35.49,350,291,ON
09-25-2024,13.36.50,350,374,OFF
09-25-2024,13.37.51,350,277,ON
09-25-2024,13.38.51,350,354,OFF
09-25-2024,13.39.52,350,248,ON
09-25-2024,13.40.53,350,267,ON
09-25-2024,13.41.53,350,367,OFF
09-25-2024,13.42.54,350,290,ON
09-25-2024,13.43.54,350,402,OFF
09-25-2024,13.44.55,350,240,ON
09-25-2024,13.45.56,350,244,ON
09-25-2024,13.46.56,350,327,ON
09-25-2024,13.47.57,350,343,ON
09-25-2024,13.48.57,350,353,OFF
09-25-2024,13.49.58,350,284,ON
09-25-2024,13.50.59,350,292,ON
09-25-2024,13.51.59,350,329,ON
09-25-2024,13.53.00,350,401,OFF
09-25-2024,13.54.01,350,257,ON
09-25-2024,13.55.01,350,346,ON
09-25-2024,13.56.02,350,304,ON
09-25-2024,13.57.02,350,327,ON
09-25-2024,13.58.03,350,423,OFF
09-25-2024,13.59.03,350,367,OFF
09-25-2024,14.00.04,350,247,ON
09-25-2024,14.01.05,350,432,OFF
09-25-2024,14.02.05,350,300,ON
09-25-2024,14.03.06,350,379,OFF
09-25-2024,14.04.06,350,471,OFF
09-25-2024,14.05.07,350,397,OFF
09-25-2024,14.06.08,350,398,OFF
09-25-2024,14.07.08,350,405,OFF
09-25-2024,14.08.09,350,428,OFF
09-25-2024,14.09.09,350,387,OFF
09-25-2024,14.10.10,350,396,OFF
09-25-2024,14.11.11,350,441,OFF
09-25-2024,14.12.11,350,392,OFF
09-25-2024,14.13.12,350,414,OFF
09-25-2024,14.14.12,350,373,OFF
09-25-2024,14.15.13,350,416,OFF
09-25-2024,14.16.13,350,365,OFF
09-25-2024,14.17.14,350,442,OFF
09-25-2024,14.18.14,350,439,OFF
09-25-2024,14.19.15,350,357,OFF
09-25-2024,14.20.15,350,384,OFF
09-25-2024,14.21.16,350,385,OFF
09-25-2024,14.22.16,350,361,OFF
09-25-2024,14.23.17,350,404,OFF
09-25-2024,14.24.18,350,441,OFF
09-25-2024,14.25.18,350,429,OFF
09-25-2024,14.26.19,350,430,OFF
09-25-2024,14.27.20,350,372,OFF
09-25-2024,14.28.21,350,337,ON
09-25-2024,14.29.21,350,475,OFF
09-25-2024,14.30.21,350,434,OFF
09-25-2024,14.31.22,350,416,OFF
09-25-2024,14.32.22,350,461,OFF
09-25-2024,14.33.23,350,367,OFF
09-25-2024,14.34.24,350,367,OFF
09-25-2024,14.35.24,350,469,OFF
09-25-2024,14.36.25,350,389,OFF
09-25-2024,14.37.25,350,401,OFF
09-25-2024,14.38.26,350,415,OFF
09-25-2024,14.39.26,350,381,OFF
09-25-2024,14.40.27,350,393,OFF
09-25-2024,14.41.27,350,1024,OFF
09-25-2024,14.42.28,350,905,OFF
09-25-2024,14.43.29,350,906,OFF
09-25-2024,14.44.29,350,866,OFF
09-25-2024,14.45.30,350,865,OFF
09-25-2024,14.46.30,350,861,OFF
09-25-2024,14.47.31,350,876,OFF
09-25-2024,14.48.32,350,872,OFF
09-25-2024,14.49.32,350,873,OFF
09-25-2024,14.50.33,350,879,OFF
09-25-2024,14.51.33,350,908,OFF
09-25-2024,14.52.34,350,926,OFF
09-25-2024,14.53.34,350,941,OFF
09-25-2024,14.54.35,350,938,OFF
09-25-2024,14.55.35,350,937,OFF
09-25-2024,14.56.36,350,953,OFF
09-25-2024,14.57.37,350,969,OFF
09-25-2024,14.58.37,350,965,OFF
09-25-2024,14.59.38,350,1024,OFF
09-25-2024,15.00.38,350,1024,OFF
09-25-2024,15.01.39,350,1024,OFF
09-25-2024,15.02.39,350,1024,OFF
09-25-2024,15.03.40,350,1024,OFF
09-25-2024,15.04.41,350,1024,OFF
09-25-2024,15.05.41,350,1024,OFF
09-25-2024,15.06.42,350,1024,OFF
09-25-2024,15.07.42,350,1024,OFF
09-25-2024,15.08.43,350,1024,OFF
09-25-2024,15.09.43,350,1024,OFF
09-25-2024,15.10.44,350,1024,OFF
09-25-2024,15.11.44,350,1024,OFF
09-25-2024,15.12.45,350,1024,OFF
09-25-2024,15.13.46,350,1024,OFF
09-25-2024,15.14.46,350,1024,OFF
09-25-2024,15.15.47,350,1024,OFF
09-25-2024,15.16.47,350,1024,OFF
